time,open,high,low,close
2021-02-24 00:00:00,48930.01,49151.11,47000.00,47250.50
2021-02-24 00:30:00,47243.58,48540.33,47228.58,48490.08
2021-02-24 01:00:00,48482.24,49394.76,48456.50,49198.23
2021-02-24 01:30:00,49198.23,50250.00,48763.28,50218.08
2021-02-24 02:00:00,50218.08,50597.59,49816.00,50020.18
2021-02-24 02:30:00,50021.73,50475.56,50008.73,50181.04
2021-02-24 03:00:00,50181.04,50529.74,50064.27,50282.57
2021-02-24 03:30:00,50282.57,50971.98,50247.05,50897.64
2021-02-24 04:00:00,50891.77,51380.00,50677.22,50717.11
2021-02-24 04:30:00,50720.02,50998.86,50389.22,50673.15
2021-02-24 05:00:00,50671.55,51100.00,50040.42,50445.86
2021-02-24 05:30:00,50445.86,50615.00,50238.86,50302.29
2021-02-24 06:00:00,50302.28,50777.44,49519.33,49742.82
2021-02-24 06:30:00,49738.93,50494.95,49650.00,50179.24
2021-02-24 07:00:00,50173.87,50250.00,49600.01,49778.16
2021-02-24 07:30:00,49778.16,50428.78,49778.15,50145.53
2021-02-24 08:00:00,50148.93,50950.42,49856.80,50687.77
2021-02-24 08:30:00,50685.27,50916.83,50334.87,50680.00
2021-02-24 09:00:00,50680.00,51008.94,50363.57,50763.71
2021-02-24 09:30:00,50775.86,51435.58,50767.00,50904.77
2021-02-24 10:00:00,50904.77,51062.65,50167.50,50457.12
2021-02-24 10:30:00,50457.12,50650.00,50077.00,50120.68
2021-02-24 11:00:00,50120.69,50946.50,50112.47,50757.37
2021-02-24 11:30:00,50757.37,50883.44,50220.00,50405.16
2021-02-24 12:00:00,50397.89,51238.58,50337.45,51169.72
2021-02-24 12:30:00,51171.61,51350.00,50662.69,50797.73
2021-02-24 13:00:00,50797.72,51126.28,49500.00,49639.93
2021-02-24 13:30:00,49634.01,49900.00,49111.00,49521.69
2021-02-24 14:00:00,49524.65,49800.00,49205.00,49503.36
2021-02-24 14:30:00,49503.07,49707.61,48800.00,49451.78
2021-02-24 15:00:00,49457.48,49672.97,48501.00,49193.27
2021-02-24 15:30:00,49193.27,49895.00,49026.00,49863.34
2021-02-24 16:00:00,49863.34,50200.00,49443.01,49538.06
2021-02-24 16:30:00,49538.06,49888.00,49333.00,49360.01
2021-02-24 17:00:00,49360.01,50000.00,49360.00,49756.90
2021-02-24 17:30:00,49756.91,50133.36,49627.75,50103.00
2021-02-24 18:00:00,50101.54,50116.95,49535.33,49672.94
2021-02-24 18:30:00,49672.93,50009.62,49590.00,49619.98
2021-02-24 19:00:00,49619.98,49731.93,49360.00,49445.11
2021-02-24 19:30:00,49442.85,49450.99,48844.00,49021.21
2021-02-24 20:00:00,49021.22,49306.58,48758.12,48920.00
2021-02-24 20:30:00,48919.99,49240.00,48624.82,49136.00
2021-02-24 21:00:00,49134.25,49194.40,48176.18,48205.07
2021-02-24 21:30:00,48205.06,48953.54,48117.28,48746.13
2021-02-24 22:00:00,48743.11,48744.28,48015.90,48704.61
2021-02-24 22:30:00,48705.49,48980.00,48488.24,48827.38
2021-02-24 23:00:00,48827.38,49540.70,48746.89,49320.71
2021-02-24 23:30:00,49320.71,49780.00,49320.71,49702.03
2021-02-25 00:00:00,49702.05,50412.70,49550.45,50352.07
2021-02-25 00:30:00,50348.14,50909.31,50343.94,50544.29
2021-02-25 01:00:00,50544.29,50932.10,50450.68,50871.21
2021-02-25 01:30:00,50871.21,50871.22,50400.65,50555.13
2021-02-25 02:00:00,50555.13,50870.00,50463.12,50528.79
2021-02-25 02:30:00,50528.78,50849.69,50509.00,50686.10
2021-02-25 03:00:00,50686.11,50700.63,50114.00,50178.17
2021-02-25 03:30:00,50178.53,50508.91,50177.85,50251.01
2021-02-25 04:00:00,50251.01,50410.00,49870.00,50324.87
2021-02-25 04:30:00,50325.30,50345.96,49610.28,49679.96
2021-02-25 05:00:00,49679.96,49955.00,49563.48,49742.30
2021-02-25 05:30:00,49742.29,50500.00,49600.00,50411.10
2021-02-25 06:00:00,50411.09,50623.00,50257.90,50318.93
2021-02-25 06:30:00,50318.92,50590.00,50288.00,50479.93
2021-02-25 07:00:00,50480.01,50570.00,50131.60,50500.81
2021-02-25 07:30:00,50500.81,50544.99,50350.00,50406.00
2021-02-25 08:00:00,50414.54,50545.85,49860.48,50105.24
2021-02-25 08:30:00,50105.24,50123.00,49560.48,49733.95
2021-02-25 09:00:00,49741.99,49869.83,48805.30,48971.48
2021-02-25 09:30:00,48971.48,49219.00,48578.67,49008.90
2021-02-25 10:00:00,49008.89,49372.00,48830.63,49112.13
2021-02-25 10:30:00,49110.83,49745.00,49063.50,49579.99
2021-02-25 11:00:00,49579.99,49980.00,49579.99,49626.79
2021-02-25 11:30:00,49629.26,50470.00,49629.26,50333.93
2021-02-25 12:00:00,50333.93,50793.71,50126.00,50406.80
2021-02-25 12:30:00,50403.52,51598.58,50300.00,51557.64
2021-02-25 13:00:00,51557.64,52134.96,51407.20,51480.00
2021-02-25 13:30:00,51480.50,51712.96,51097.09,51420.10
2021-02-25 14:00:00,51420.10,51576.88,50864.00,50914.75
2021-02-25 14:30:00,50914.76,51347.73,50645.75,50872.11
2021-02-25 15:00:00,50872.11,51405.59,50777.00,50969.24
2021-02-25 15:30:00,50969.24,51127.10,50531.00,50874.99
2021-02-25 16:00:00,50875.00,51411.00,50606.66,51115.71
2021-02-25 16:30:00,51113.61,51281.79,50630.91,50671.33
2021-02-25 17:00:00,50671.33,50743.98,49700.00,49755.23
2021-02-25 17:30:00,49751.67,50027.66,49354.98,49595.01
2021-02-25 18:00:00,49598.62,50110.00,49463.99,49771.74
2021-02-25 18:30:00,49771.80,49950.00,49251.28,49587.50
2021-02-25 19:00:00,49579.09,50042.72,49283.42,49556.26
2021-02-25 19:30:00,49559.27,49836.10,49450.00,49470.26
2021-02-25 20:00:00,49466.25,49587.00,48802.00,49150.01
2021-02-25 20:30:00,49150.00,49350.48,48554.02,49173.68
2021-02-25 21:00:00,49175.47,49355.88,48578.19,48943.99
2021-02-25 21:30:00,48944.00,48944.00,48070.00,48126.74
2021-02-25 22:00:00,48131.06,48722.64,47500.00,48718.40
2021-02-25 22:30:00,48719.89,48888.00,47814.50,48255.82
2021-02-25 23:00:00,48256.96,48477.81,47652.53,48291.46
2021-02-25 23:30:00,48291.45,48391.83,46685.43,47089.37
