Time,Open,High,Low,Close
2021-05-30 00:00:00,34605.15000000,34616.26000000,33781.98000000,33912.78000000
2021-05-30 00:30:00,33911.08000000,33981.55000000,33379.00000000,33855.95000000
2021-05-30 01:00:00,33849.25000000,34071.41000000,33500.00000000,33730.87000000
2021-05-30 01:30:00,33736.73000000,33967.81000000,33629.47000000,33897.89000000
2021-05-30 02:00:00,33896.76000000,34400.00000000,33785.21000000,34329.02000000
2021-05-30 02:30:00,34329.01000000,34659.10000000,34261.16000000,34531.04000000
2021-05-30 03:00:00,34531.05000000,34792.05000000,34495.84000000,34535.40000000
2021-05-30 03:30:00,34535.39000000,34974.99000000,34360.48000000,34770.12000000
2021-05-30 04:00:00,34770.13000000,34880.21000000,34631.73000000,34813.55000000
2021-05-30 04:30:00,34812.32000000,35258.28000000,34666.69000000,34751.74000000
2021-05-30 05:00:00,34750.71000000,35409.18000000,34750.70000000,35229.47000000
2021-05-30 05:30:00,35229.47000000,35492.89000000,35111.70000000,35325.61000000
2021-05-30 06:00:00,35327.19000000,35572.97000000,35325.24000000,35385.86000000
2021-05-30 06:30:00,35383.68000000,35881.54000000,35251.98000000,35775.90000000
2021-05-30 07:00:00,35775.90000000,35963.66000000,35583.51000000,35692.96000000
2021-05-30 07:30:00,35698.53000000,36232.09000000,35692.63000000,35998.33000000
2021-05-30 08:00:00,35996.12000000,36211.25000000,35546.42000000,35615.41000000
2021-05-30 08:30:00,35615.41000000,35872.00000000,35586.03000000,35668.64000000
2021-05-30 09:00:00,35671.62000000,35943.78000000,35671.62000000,35882.16000000
2021-05-30 09:30:00,35882.16000000,36021.56000000,35692.59000000,35840.73000000
2021-05-30 10:00:00,35840.02000000,35999.00000000,35653.45000000,35893.09000000
2021-05-30 10:30:00,35893.10000000,35950.00000000,35698.22000000,35702.99000000
2021-05-30 11:00:00,35703.00000000,35900.00000000,35700.00000000,35761.79000000
2021-05-30 11:30:00,35761.78000000,36420.00000000,35760.00000000,36359.44000000
2021-05-30 12:00:00,36359.44000000,36488.00000000,35850.50000000,35991.20000000
2021-05-30 12:30:00,35991.19000000,36049.82000000,35280.00000000,35524.92000000
2021-05-30 13:00:00,35524.94000000,35806.96000000,35401.00000000,35664.09000000
2021-05-30 13:30:00,35664.08000000,35743.85000000,35459.59000000,35676.86000000
2021-05-30 14:00:00,35676.86000000,35732.08000000,35100.00000000,35242.41000000
2021-05-30 14:30:00,35242.53000000,35507.10000000,35125.09000000,35347.95000000
2021-05-30 15:00:00,35347.10000000,35646.45000000,35209.03000000,35337.97000000
2021-05-30 15:30:00,35337.98000000,35558.06000000,35260.01000000,35477.00000000
2021-05-30 16:00:00,35477.00000000,35999.98000000,35300.00000000,35840.25000000
2021-05-30 16:30:00,35840.25000000,35840.25000000,35600.00000000,35735.97000000
2021-05-30 17:00:00,35734.95000000,35979.98000000,35707.64000000,35928.33000000
2021-05-30 17:30:00,35930.31000000,36000.00000000,35774.11000000,35819.67000000
2021-05-30 18:00:00,35817.23000000,36183.33000000,35814.71000000,36103.59000000
2021-05-30 18:30:00,36103.60000000,36264.77000000,36060.39000000,36125.54000000
2021-05-30 19:00:00,36125.54000000,36284.44000000,36021.64000000,36203.45000000
2021-05-30 19:30:00,36203.45000000,36216.20000000,36030.71000000,36077.59000000
