Time,Open,High,Low,Close
2021-04-09 00:00:00,58077.52000000,58249.00000000,58032.01000000,58192.60000000
2021-04-09 00:30:00,58192.60000000,58389.00000000,58162.95000000,58301.72000000
2021-04-09 01:00:00,58301.72000000,58419.45000000,58050.00000000,58150.00000000
2021-04-09 01:30:00,58149.99000000,58180.00000000,57933.56000000,57978.35000000
2021-04-09 02:00:00,57978.34000000,58133.99000000,57930.23000000,58053.12000000
2021-04-09 02:30:00,58053.13000000,58177.02000000,57850.00000000,57903.35000000
2021-04-09 03:00:00,57903.35000000,58083.79000000,57806.03000000,58043.30000000
2021-04-09 03:30:00,58043.31000000,58167.76000000,57913.39000000,57985.71000000
2021-04-09 04:00:00,57985.71000000,58200.00000000,57971.06000000,58139.98000000
2021-04-09 04:30:00,58139.99000000,58200.00000000,58034.29000000,58192.77000000
2021-04-09 05:00:00,58192.76000000,58314.00000000,58121.02000000,58156.42000000
2021-04-09 05:30:00,58156.42000000,58199.17000000,57947.66000000,57947.67000000
2021-04-09 06:00:00,57947.67000000,58032.39000000,57876.37000000,58000.00000000
2021-04-09 06:30:00,58000.00000000,58100.94000000,57809.38000000,57830.00000000
2021-04-09 07:00:00,57830.81000000,57902.82000000,57654.00000000,57902.82000000
2021-04-09 07:30:00,57902.43000000,58062.88000000,57807.29000000,58051.42000000
2021-04-09 08:00:00,58048.70000000,58061.48000000,57774.13000000,57844.71000000
2021-04-09 08:30:00,57844.72000000,57999.98000000,57669.58000000,57740.13000000
2021-04-09 09:00:00,57740.12000000,57916.84000000,57740.12000000,57904.54000000
2021-04-09 09:30:00,57904.53000000,57935.94000000,57800.00000000,57911.45000000
2021-04-09 10:00:00,57911.44000000,58629.14000000,57857.95000000,58570.94000000
2021-04-09 10:30:00,58570.94000000,58650.00000000,58369.82000000,58633.03000000
2021-04-09 11:00:00,58633.02000000,58800.22000000,58468.12000000,58735.98000000
2021-04-09 11:30:00,58735.98000000,58894.90000000,58450.80000000,58527.19000000
2021-04-09 12:00:00,58527.20000000,58700.00000000,58400.00000000,58485.51000000
2021-04-09 12:30:00,58485.51000000,58554.13000000,58350.00000000,58504.18000000
2021-04-09 13:00:00,58504.18000000,58626.72000000,58430.00000000,58596.68000000
2021-04-09 13:30:00,58596.68000000,58783.47000000,58304.54000000,58390.15000000
2021-04-09 14:00:00,58390.16000000,58530.00000000,58162.29000000,58212.30000000
2021-04-09 14:30:00,58212.29000000,58490.00000000,58024.00000000,58358.48000000
2021-04-09 15:00:00,58358.49000000,58369.63000000,58138.82000000,58200.01000000
2021-04-09 15:30:00,58200.01000000,58293.73000000,58051.00000000,58240.00000000
2021-04-09 16:00:00,58239.99000000,58291.04000000,57870.57000000,58074.12000000
2021-04-09 16:30:00,58074.11000000,58212.53000000,57945.00000000,58207.56000000
2021-04-09 17:00:00,58207.56000000,58293.84000000,58101.00000000,58166.51000000
2021-04-09 17:30:00,58166.51000000,58447.89000000,58080.57000000,58405.08000000
2021-04-09 18:00:00,58405.02000000,58528.00000000,58316.28000000,58358.46000000
2021-04-09 18:30:00,58356.28000000,58446.82000000,58240.35000000,58381.84000000
2021-04-09 19:00:00,58381.85000000,58499.00000000,58208.33000000,58315.69000000
2021-04-09 19:30:00,58315.69000000,58372.63000000,58225.25000000,58370.59000000
2021-04-09 20:00:00,58370.59000000,58600.00000000,58370.59000000,58406.93000000
2021-04-09 20:30:00,58406.92000000,58479.19000000,58263.47000000,58331.66000000
2021-04-09 21:00:00,58331.65000000,58446.37000000,58310.97000000,58440.67000000
2021-04-09 21:30:00,58440.68000000,58514.07000000,58321.74000000,58361.24000000
2021-04-09 22:00:00,58361.24000000,58361.24000000,58105.22000000,58190.72000000
2021-04-09 22:30:00,58190.72000000,58278.53000000,58025.00000000,58086.38000000
2021-04-09 23:00:00,58086.37000000,58096.19000000,57873.31000000,57996.50000000
2021-04-09 23:30:00,57999.33000000,58181.39000000,57952.35000000,58142.54000000
2021-04-10 00:00:00,58142.55000000,58327.90000000,58074.53000000,58113.55000000
2021-04-10 00:30:00,58113.56000000,58135.11000000,57900.01000000,58109.08000000
2021-04-10 01:00:00,58109.08000000,58249.98000000,58072.92000000,58144.76000000
2021-04-10 01:30:00,58144.75000000,58435.72000000,58127.30000000,58413.52000000
2021-04-10 02:00:00,58414.98000000,58550.00000000,58334.82000000,58348.70000000
2021-04-10 02:30:00,58348.69000000,58733.00000000,58348.69000000,58721.55000000
2021-04-10 03:00:00,58721.22000000,59159.00000000,58707.10000000,59013.54000000
2021-04-10 03:30:00,59013.54000000,59238.27000000,58958.00000000,59229.50000000
2021-04-10 04:00:00,59229.50000000,61232.83000000,59229.50000000,60761.79000000
2021-04-10 04:30:00,60761.79000000,61159.28000000,60409.00000000,61074.09000000
2021-04-10 05:00:00,61074.09000000,61500.00000000,60760.85000000,61002.25000000
2021-04-10 05:30:00,61002.25000000,61017.12000000,60663.10000000,60851.92000000
2021-04-10 06:00:00,60851.91000000,61050.00000000,60521.01000000,60639.05000000
2021-04-10 06:30:00,60639.04000000,60788.74000000,60566.63000000,60576.80000000
2021-04-10 07:00:00,60576.80000000,60816.90000000,60401.09000000,60549.99000000
2021-04-10 07:30:00,60550.00000000,60618.71000000,60333.00000000,60480.40000000
2021-04-10 08:00:00,60480.40000000,60821.58000000,60480.40000000,60716.71000000
2021-04-10 08:30:00,60716.72000000,60740.00000000,60338.54000000,60534.89000000
2021-04-10 09:00:00,60534.89000000,60700.01000000,60452.65000000,60576.09000000
2021-04-10 09:30:00,60576.09000000,60803.00000000,60571.75000000,60772.73000000
2021-04-10 10:00:00,60772.73000000,60997.18000000,60648.79000000,60909.00000000
2021-04-10 10:30:00,60908.99000000,60910.00000000,60515.88000000,60659.02000000
2021-04-10 11:00:00,60659.02000000,60723.38000000,60528.70000000,60624.89000000
2021-04-10 11:30:00,60624.89000000,60709.06000000,60500.00000000,60575.94000000
2021-04-10 12:00:00,60575.94000000,60800.00000000,60458.30000000,60556.27000000
2021-04-10 12:30:00,60556.27000000,60556.28000000,59811.74000000,60088.62000000
2021-04-10 13:00:00,60088.61000000,60234.58000000,59981.06000000,60086.39000000
2021-04-10 13:30:00,60086.40000000,60490.00000000,60068.00000000,60465.89000000
2021-04-10 14:00:00,60465.88000000,60492.42000000,60301.01000000,60490.01000000
2021-04-10 14:30:00,60490.00000000,60499.00000000,60255.00000000,60398.19000000
2021-04-10 15:00:00,60398.19000000,60465.94000000,60106.85000000,60221.83000000
2021-04-10 15:30:00,60221.83000000,60350.00000000,60150.00000000,60247.26000000
2021-04-10 16:00:00,60247.26000000,60550.00000000,60116.14000000,60200.91000000
2021-04-10 16:30:00,60200.91000000,60365.96000000,60175.51000000,60265.00000000
2021-04-10 17:00:00,60265.00000000,60265.00000000,59969.35000000,60139.28000000
2021-04-10 17:30:00,60139.29000000,60223.46000000,59920.86000000,60100.48000000
2021-04-10 18:00:00,60100.48000000,60115.82000000,59572.64000000,59854.90000000
2021-04-10 18:30:00,59854.89000000,60033.00000000,59741.34000000,60020.00000000
2021-04-10 19:00:00,60020.00000000,60020.01000000,59647.26000000,59770.34000000
2021-04-10 19:30:00,59770.33000000,59850.00000000,59550.00000000,59567.38000000
2021-04-10 20:00:00,59567.38000000,59800.00000000,59325.00000000,59521.59000000
2021-04-10 20:30:00,59521.59000000,59523.53000000,58374.61000000,58615.28000000
2021-04-10 21:00:00,58619.72000000,59138.93000000,58485.84000000,59077.90000000
2021-04-10 21:30:00,59077.89000000,59256.36000000,58917.60000000,59161.03000000
2021-04-10 22:00:00,59161.04000000,59399.84000000,59100.00000000,59314.99000000
2021-04-10 22:30:00,59314.99000000,59378.53000000,59013.79000000,59029.17000000
2021-04-10 23:00:00,59029.17000000,59568.50000000,59008.39000000,59566.24000000
2021-04-10 23:30:00,59566.24000000,59842.63000000,59487.32000000,59769.13000000
2021-04-11 00:00:00,59769.13000000,60381.52000000,59544.94000000,60281.94000000
2021-04-11 00:30:00,60281.94000000,60429.56000000,60146.00000000,60148.50000000
2021-04-11 01:00:00,60148.50000000,60279.92000000,60036.58000000,60199.08000000
